"","bee.species","plant.species","max_prob","bee.names","plant.names"
"1265","108","102",1e-04,"Ashmeadiella chumashae","Abronia maritima"
"1266","108","103",1e-04,"Ashmeadiella chumashae","Abronia umbellata var. umbellata"
"1267","108","104",7e-04,"Ashmeadiella chumashae","Clarkia davyi"
"1268","108","105",0.0011,"Ashmeadiella chumashae","Clarkia epilobioides"
"1269","108","106",9e-04,"Ashmeadiella chumashae","Clarkia purpurea subsp. quadrivulnera"
"1270","108","107",0,"Ashmeadiella chumashae","Clarkia unguiculata"
"1271","108","108",0.0015,"Ashmeadiella chumashae","Oxalis californica"
"1272","108","109",0.0013,"Ashmeadiella chumashae","Oxalis corniculata"
"1273","108","11",8e-04,"Ashmeadiella chumashae","Achillea millefolium"
"1274","108","110",0.0012,"Ashmeadiella chumashae","Oxalis pes-caprae"
"1275","108","111",0.0042,"Ashmeadiella chumashae","Dendromecon harfordii"
"1276","108","112",9e-04,"Ashmeadiella chumashae","Eschscholzia californica"
"1277","108","113",8e-04,"Ashmeadiella chumashae","Eschscholzia ramosa"
"1278","108","114",3e-04,"Ashmeadiella chumashae","Keckiella cordifolia"
"1279","108","115",0,"Ashmeadiella chumashae","Ceanothus arboreus"
"1280","108","116",0,"Ashmeadiella chumashae","Heteromeles arbutifolia"
"1281","108","117",6e-04,"Ashmeadiella chumashae","Rosa californica"
"1282","108","118",4e-04,"Ashmeadiella chumashae","Solanum douglasii"
"1283","108","119",4e-04,"Ashmeadiella chumashae","Solanum elaeagnifolium"
"1284","108","12",6e-04,"Ashmeadiella chumashae","Anthemis cotula"
"1285","108","120",5e-04,"Ashmeadiella chumashae","Solanum wallacei"
"1286","108","121",7e-04,"Ashmeadiella chumashae","Calochortus albus"
"1287","108","122",0.0014,"Ashmeadiella chumashae","Calochortus catalinae"
"1288","108","123",0.0056,"Ashmeadiella chumashae","Calochortus luteus"
"1289","108","124",0,"Ashmeadiella chumashae","Ceanothus megacarpus var. insularis"
"1290","108","125",1e-04,"Ashmeadiella chumashae","Lupinus albifrons var. albifrons"
"1291","108","126",1e-04,"Ashmeadiella chumashae","Raphanus raphanistrum"
"1292","108","13",0.0041,"Ashmeadiella chumashae","Centaurea benedicta"
"1293","108","14",0.0054,"Ashmeadiella chumashae","Centaurea melitensis"
"1294","108","15",0.0057,"Ashmeadiella chumashae","Centaurea solstitialis"
"1295","108","16",0,"Ashmeadiella chumashae","Cichorium intybus"
"1296","108","17",0.001,"Ashmeadiella chumashae","Cirsium brevistylum"
"1297","108","18",9e-04,"Ashmeadiella chumashae","Cirsium occidentale var. californicum"
"1298","108","19",0.0012,"Ashmeadiella chumashae","Cirsium occidentale var. occidentale"
"1299","108","2",0.0045,"Ashmeadiella chumashae","Carpobrotus edulis"
"1300","108","20",0,"Ashmeadiella chumashae","Cirsium vulgare"
"1301","108","21",0,"Ashmeadiella chumashae","Corethrogyne filaginifolia"
"1302","108","22",0.0048,"Ashmeadiella chumashae","Encelia californica"
"1303","108","23",0,"Ashmeadiella chumashae","Erigeron bonariensis"
"1304","108","24",0,"Ashmeadiella chumashae","Erigeron canadensis"
"1305","108","25",3e-04,"Ashmeadiella chumashae","Erigeron foliosus var. foliosus"
"1306","108","26",6e-04,"Ashmeadiella chumashae","Erigeron glaucus"
"1307","108","27",0,"Ashmeadiella chumashae","Erigeron sanctarum"
"1308","108","28",9e-04,"Ashmeadiella chumashae","Erigeron sumatrensis"
"1309","108","29",0.0037,"Ashmeadiella chumashae","Glebionis coronaria"
"1310","108","3",6e-04,"Ashmeadiella chumashae","Mesembryanthemum crystallinum"
"1311","108","30",0,"Ashmeadiella chumashae","Helianthus annuus"
"1312","108","31",0,"Ashmeadiella chumashae","Helminthotheca echioides"
"1313","108","32",0.0043,"Ashmeadiella chumashae","Heterotheca grandiflora"
"1314","108","33",0.0045,"Ashmeadiella chumashae","Layia platyglossa"
"1315","108","34",0,"Ashmeadiella chumashae","Lepidospartum squamatum"
"1316","108","35",0,"Ashmeadiella chumashae","Pseudognaphalium beneolens"
"1317","108","36",8e-04,"Ashmeadiella chumashae","Pseudognaphalium biolettii"
"1318","108","37",0.0012,"Ashmeadiella chumashae","Pseudognaphalium californicum"
"1319","108","38",0.001,"Ashmeadiella chumashae","Pseudognaphalium luteoalbum"
"1320","108","39",0,"Ashmeadiella chumashae","Pseudognaphalium microcephalum"
"1321","108","4",4e-04,"Ashmeadiella chumashae","Mesembryanthemum nodiflorum"
"1322","108","40",0,"Ashmeadiella chumashae","Pseudognaphalium ramosissimum"
"1323","108","41",0.0039,"Ashmeadiella chumashae","Pseudognaphalium stramineum"
"1324","108","42",0.0049,"Ashmeadiella chumashae","Sonchus asper subsp. asper"
"1325","108","43",0.0039,"Ashmeadiella chumashae","Sonchus oleraceus"
"1326","108","44",8e-04,"Ashmeadiella chumashae","Stephanomeria cichoriacea"
"1327","108","45",0,"Ashmeadiella chumashae","Stephanomeria diegensis"
"1328","108","46",0,"Ashmeadiella chumashae","Stephanomeria exigua ssp. coronaria"
"1329","108","47",0,"Ashmeadiella chumashae","Stephanomeria virgata subsp. virgata"
"1330","108","48",0,"Ashmeadiella chumashae","Symphyotrichum chilense"
"1331","108","49",0,"Ashmeadiella chumashae","Symphyotrichum subulatum"
"1332","108","5",0.0013,"Ashmeadiella chumashae","Rhus integrifolia"
"1333","108","50",0.0054,"Ashmeadiella chumashae","Venegasia carpesioides"
"1334","108","51",0.0057,"Ashmeadiella chumashae","Brassica nigra"
"1335","108","52",0.005,"Ashmeadiella chumashae","Brassica rapa"
"1336","108","53",9e-04,"Ashmeadiella chumashae","Cakile maritima"
"1337","108","54",0.0013,"Ashmeadiella chumashae","Hirschfeldia incana"
"1338","108","55",0.0012,"Ashmeadiella chumashae","Cylindropuntia prolifera"
"1339","108","56",0,"Ashmeadiella chumashae","Opuntia ficus-indica"
"1340","108","57",0.0042,"Ashmeadiella chumashae","Opuntia littoralis"
"1341","108","58",0.0044,"Ashmeadiella chumashae","Opuntia oricola"
"1342","108","59",0.0048,"Ashmeadiella chumashae","Crocanthemum greenei"
"1343","108","6",7e-04,"Ashmeadiella chumashae","Rhus ovata"
"1344","108","60",0.0032,"Ashmeadiella chumashae","Crocanthemum scoparium"
"1345","108","61",0.0011,"Ashmeadiella chumashae","Convolvulus arvensis"
"1346","108","62",8e-04,"Ashmeadiella chumashae","Convolvulus simulans"
"1347","108","63",0,"Ashmeadiella chumashae","Cucurbita foetidissima"
"1348","108","64",8e-04,"Ashmeadiella chumashae","Croton setiger"
"1349","108","65",0,"Ashmeadiella chumashae","Euphorbia maculata"
"1350","108","66",7e-04,"Ashmeadiella chumashae","Euphorbia misera"
"1351","108","67",8e-04,"Ashmeadiella chumashae","Euphorbia peplus"
"1352","108","68",0.0041,"Ashmeadiella chumashae","Euphorbia spathulata"
"1353","108","69",0.0015,"Ashmeadiella chumashae","Lotus corniculatus"
"1354","108","7",9e-04,"Ashmeadiella chumashae","Toxicodendron diversilobum"
"1355","108","70",0.0014,"Ashmeadiella chumashae","Lupinus arboreus"
"1356","108","71",2e-04,"Ashmeadiella chumashae","Lupinus bicolor"
"1357","108","72",2e-04,"Ashmeadiella chumashae","Lupinus concinnus"
"1358","108","73",1e-04,"Ashmeadiella chumashae","Lupinus hirsutissimus"
"1359","108","74",3e-04,"Ashmeadiella chumashae","Lupinus microcarpus var. microcarpus"
"1360","108","75",6e-04,"Ashmeadiella chumashae","Lupinus succulentus"
"1361","108","76",3e-04,"Ashmeadiella chumashae","Lupinus truncatus"
"1362","108","77",0.0012,"Ashmeadiella chumashae","Medicago polymorpha"
"1363","108","78",0,"Ashmeadiella chumashae","Medicago sativa"
"1364","108","79",2e-04,"Ashmeadiella chumashae","Trifolium albopurpureum"
"1365","108","8",7e-04,"Ashmeadiella chumashae","Daucus pusillus"
"1366","108","80",1e-04,"Ashmeadiella chumashae","Trifolium ciliolatum"
"1367","108","81",1e-04,"Ashmeadiella chumashae","Trifolium depauperatum var. truncatum"
"1368","108","82",2e-04,"Ashmeadiella chumashae","Trifolium fucatum"
"1369","108","83",2e-04,"Ashmeadiella chumashae","Trifolium gracilentum"
"1370","108","84",1e-04,"Ashmeadiella chumashae","Trifolium macraei"
"1371","108","85",2e-04,"Ashmeadiella chumashae","Trifolium microcephalum"
"1372","108","86",0,"Ashmeadiella chumashae","Trifolium variegatum var. major"
"1373","108","87",2e-04,"Ashmeadiella chumashae","Trifolium willdenovii"
"1374","108","88",7e-04,"Ashmeadiella chumashae","Frankenia salina"
"1375","108","89",0.001,"Ashmeadiella chumashae","Phacelia cicutaria var. hispida"
"1376","108","9",0.006,"Ashmeadiella chumashae","Foeniculum vulgare"
"1377","108","90",5e-04,"Ashmeadiella chumashae","Phacelia distans"
"1378","108","91",6e-04,"Ashmeadiella chumashae","Phacelia grandiflora"
"1379","108","92",8e-04,"Ashmeadiella chumashae","Phacelia hubbyi"
"1380","108","93",2e-04,"Ashmeadiella chumashae","Phacelia ramosissima"
"1381","108","94",3e-04,"Ashmeadiella chumashae","Phacelia viscida var. viscida"
"1382","108","95",0,"Ashmeadiella chumashae","Marrubium vulgare"
"1383","108","96",0,"Ashmeadiella chumashae","Salvia columbariae"
"1384","108","97",1e-04,"Ashmeadiella chumashae","Salvia leucophylla"
"1385","108","98",5e-04,"Ashmeadiella chumashae","Salvia mellifera"
"1386","108","99",1e-04,"Ashmeadiella chumashae","Stachys bullata"
"1387","109","1",9e-04,"Ashmeadiella cubiceps","Carpobrotus chilensis"
"1388","109","10",0.001,"Ashmeadiella cubiceps","Asclepias fascicularis"
"1389","109","100",4e-04,"Ashmeadiella cubiceps","Lythrum californicum"
"1390","109","101",3e-04,"Ashmeadiella cubiceps","Lythrum hyssopifolia"
"1391","109","102",4e-04,"Ashmeadiella cubiceps","Abronia maritima"
"1392","109","103",4e-04,"Ashmeadiella cubiceps","Abronia umbellata var. umbellata"
"1393","109","104",7e-04,"Ashmeadiella cubiceps","Clarkia davyi"
"1394","109","105",4e-04,"Ashmeadiella cubiceps","Clarkia epilobioides"
"1395","109","106",8e-04,"Ashmeadiella cubiceps","Clarkia purpurea subsp. quadrivulnera"
"1396","109","107",3e-04,"Ashmeadiella cubiceps","Clarkia unguiculata"
"1397","109","108",0.0012,"Ashmeadiella cubiceps","Oxalis californica"
"1398","109","109",0.0016,"Ashmeadiella cubiceps","Oxalis corniculata"
"1399","109","11",0.001,"Ashmeadiella cubiceps","Achillea millefolium"
"1400","109","110",0.0018,"Ashmeadiella cubiceps","Oxalis pes-caprae"
"1401","109","111",0.0047,"Ashmeadiella cubiceps","Dendromecon harfordii"
"1402","109","112",8e-04,"Ashmeadiella cubiceps","Eschscholzia californica"
"1403","109","113",7e-04,"Ashmeadiella cubiceps","Eschscholzia ramosa"
"1404","109","114",3e-04,"Ashmeadiella cubiceps","Keckiella cordifolia"
"1405","109","115",5e-04,"Ashmeadiella cubiceps","Ceanothus arboreus"
"1406","109","116",0.001,"Ashmeadiella cubiceps","Heteromeles arbutifolia"
"1407","109","117",0.0011,"Ashmeadiella cubiceps","Rosa californica"
"1408","109","118",4e-04,"Ashmeadiella cubiceps","Solanum douglasii"
"1409","109","119",4e-04,"Ashmeadiella cubiceps","Solanum elaeagnifolium"
"1410","109","12",0.001,"Ashmeadiella cubiceps","Anthemis cotula"
"1411","109","120",3e-04,"Ashmeadiella cubiceps","Solanum wallacei"
"1412","109","121",9e-04,"Ashmeadiella cubiceps","Calochortus albus"
"1413","109","122",7e-04,"Ashmeadiella cubiceps","Calochortus catalinae"
"1414","109","123",0.0038,"Ashmeadiella cubiceps","Calochortus luteus"
"1415","109","124",9e-04,"Ashmeadiella cubiceps","Ceanothus megacarpus var. insularis"
"1416","109","125",4e-04,"Ashmeadiella cubiceps","Lupinus albifrons var. albifrons"
"1417","109","126",4e-04,"Ashmeadiella cubiceps","Raphanus raphanistrum"
"1418","109","13",0.0041,"Ashmeadiella cubiceps","Centaurea benedicta"
"1419","109","14",0.0047,"Ashmeadiella cubiceps","Centaurea melitensis"
"1420","109","15",0.0058,"Ashmeadiella cubiceps","Centaurea solstitialis"
"1421","109","16",0.0011,"Ashmeadiella cubiceps","Cichorium intybus"
"1422","109","17",0.0012,"Ashmeadiella cubiceps","Cirsium brevistylum"
"1423","109","18",7e-04,"Ashmeadiella cubiceps","Cirsium occidentale var. californicum"
"1424","109","19",0.001,"Ashmeadiella cubiceps","Cirsium occidentale var. occidentale"
"1425","109","2",0.0061,"Ashmeadiella cubiceps","Carpobrotus edulis"
"1426","109","20",0.0011,"Ashmeadiella cubiceps","Cirsium vulgare"
"1427","109","21",0.001,"Ashmeadiella cubiceps","Corethrogyne filaginifolia"
"1428","109","22",0.0047,"Ashmeadiella cubiceps","Encelia californica"
"1429","109","23",0.0014,"Ashmeadiella cubiceps","Erigeron bonariensis"
"1430","109","24",0.0012,"Ashmeadiella cubiceps","Erigeron canadensis"
"1431","109","25",8e-04,"Ashmeadiella cubiceps","Erigeron foliosus var. foliosus"
"1432","109","26",0.0012,"Ashmeadiella cubiceps","Erigeron glaucus"
"1433","109","27",0,"Ashmeadiella cubiceps","Erigeron sanctarum"
"1434","109","28",9e-04,"Ashmeadiella cubiceps","Erigeron sumatrensis"
"1435","109","29",0.0051,"Ashmeadiella cubiceps","Glebionis coronaria"
"1436","109","3",8e-04,"Ashmeadiella cubiceps","Mesembryanthemum crystallinum"
"1437","109","30",0.0047,"Ashmeadiella cubiceps","Helianthus annuus"
"1438","109","31",0.0047,"Ashmeadiella cubiceps","Helminthotheca echioides"
"1439","109","32",0.0048,"Ashmeadiella cubiceps","Heterotheca grandiflora"
"1440","109","33",0.005,"Ashmeadiella cubiceps","Layia platyglossa"
"1441","109","34",0.0033,"Ashmeadiella cubiceps","Lepidospartum squamatum"
"1442","109","35",7e-04,"Ashmeadiella cubiceps","Pseudognaphalium beneolens"
"1443","109","36",9e-04,"Ashmeadiella cubiceps","Pseudognaphalium biolettii"
"1444","109","37",0.001,"Ashmeadiella cubiceps","Pseudognaphalium californicum"
"1445","109","38",8e-04,"Ashmeadiella cubiceps","Pseudognaphalium luteoalbum"
"1446","109","39",9e-04,"Ashmeadiella cubiceps","Pseudognaphalium microcephalum"
"1447","109","4",0.0013,"Ashmeadiella cubiceps","Mesembryanthemum nodiflorum"
"1448","109","40",0.0011,"Ashmeadiella cubiceps","Pseudognaphalium ramosissimum"
"1449","109","41",0.0046,"Ashmeadiella cubiceps","Pseudognaphalium stramineum"
"1450","109","42",0.0049,"Ashmeadiella cubiceps","Sonchus asper subsp. asper"
"1451","109","43",0.0052,"Ashmeadiella cubiceps","Sonchus oleraceus"
"1452","109","44",0.0012,"Ashmeadiella cubiceps","Stephanomeria cichoriacea"
"1453","109","45",7e-04,"Ashmeadiella cubiceps","Stephanomeria diegensis"
"1454","109","46",9e-04,"Ashmeadiella cubiceps","Stephanomeria exigua ssp. coronaria"
"1455","109","47",2e-04,"Ashmeadiella cubiceps","Stephanomeria virgata subsp. virgata"
"1456","109","48",0.0011,"Ashmeadiella cubiceps","Symphyotrichum chilense"
"1457","109","49",0.0011,"Ashmeadiella cubiceps","Symphyotrichum subulatum"
"1458","109","5",8e-04,"Ashmeadiella cubiceps","Rhus integrifolia"
"1459","109","50",0.0052,"Ashmeadiella cubiceps","Venegasia carpesioides"
"1460","109","51",0.0047,"Ashmeadiella cubiceps","Brassica nigra"
"1461","109","52",0.0053,"Ashmeadiella cubiceps","Brassica rapa"
"1462","109","53",0.0012,"Ashmeadiella cubiceps","Cakile maritima"
"1463","109","54",0.0018,"Ashmeadiella cubiceps","Hirschfeldia incana"
"1464","109","55",0.0014,"Ashmeadiella cubiceps","Cylindropuntia prolifera"
"1465","109","56",0.0048,"Ashmeadiella cubiceps","Opuntia ficus-indica"
"1466","109","57",0.0047,"Ashmeadiella cubiceps","Opuntia littoralis"
"1467","109","58",0.0054,"Ashmeadiella cubiceps","Opuntia oricola"
"1468","109","59",0.0047,"Ashmeadiella cubiceps","Crocanthemum greenei"
"1469","109","6",0.0012,"Ashmeadiella cubiceps","Rhus ovata"
"1470","109","60",0.0042,"Ashmeadiella cubiceps","Crocanthemum scoparium"
"1471","109","61",0.0012,"Ashmeadiella cubiceps","Convolvulus arvensis"
"1472","109","62",9e-04,"Ashmeadiella cubiceps","Convolvulus simulans"
"1473","109","63",0.0017,"Ashmeadiella cubiceps","Cucurbita foetidissima"
"1474","109","64",9e-04,"Ashmeadiella cubiceps","Croton setiger"
"1475","109","65",9e-04,"Ashmeadiella cubiceps","Euphorbia maculata"
"1476","109","66",0.001,"Ashmeadiella cubiceps","Euphorbia misera"
"1477","109","67",0.0012,"Ashmeadiella cubiceps","Euphorbia peplus"
"1478","109","68",0.0045,"Ashmeadiella cubiceps","Euphorbia spathulata"
"1479","109","69",0.0018,"Ashmeadiella cubiceps","Lotus corniculatus"
"1480","109","7",8e-04,"Ashmeadiella cubiceps","Toxicodendron diversilobum"
"1481","109","70",0.001,"Ashmeadiella cubiceps","Lupinus arboreus"
"1482","109","71",4e-04,"Ashmeadiella cubiceps","Lupinus bicolor"
"1483","109","72",2e-04,"Ashmeadiella cubiceps","Lupinus concinnus"
"1484","109","73",2e-04,"Ashmeadiella cubiceps","Lupinus hirsutissimus"
"1485","109","74",3e-04,"Ashmeadiella cubiceps","Lupinus microcarpus var. microcarpus"
"1486","109","75",3e-04,"Ashmeadiella cubiceps","Lupinus succulentus"
"1487","109","76",1e-04,"Ashmeadiella cubiceps","Lupinus truncatus"
"1488","109","77",0.0023,"Ashmeadiella cubiceps","Medicago polymorpha"
"1489","109","78",5e-04,"Ashmeadiella cubiceps","Medicago sativa"
"1490","109","79",2e-04,"Ashmeadiella cubiceps","Trifolium albopurpureum"
"1491","109","8",8e-04,"Ashmeadiella cubiceps","Daucus pusillus"
"1492","109","80",3e-04,"Ashmeadiella cubiceps","Trifolium ciliolatum"
"1493","109","81",3e-04,"Ashmeadiella cubiceps","Trifolium depauperatum var. truncatum"
"1494","109","82",2e-04,"Ashmeadiella cubiceps","Trifolium fucatum"
"1495","109","83",1e-04,"Ashmeadiella cubiceps","Trifolium gracilentum"
"1496","109","84",3e-04,"Ashmeadiella cubiceps","Trifolium macraei"
"1497","109","85",4e-04,"Ashmeadiella cubiceps","Trifolium microcephalum"
"1498","109","86",4e-04,"Ashmeadiella cubiceps","Trifolium variegatum var. major"
"1499","109","87",3e-04,"Ashmeadiella cubiceps","Trifolium willdenovii"
"1500","109","88",9e-04,"Ashmeadiella cubiceps","Frankenia salina"
"1501","109","89",0.0011,"Ashmeadiella cubiceps","Phacelia cicutaria var. hispida"
"1502","109","9",0.0045,"Ashmeadiella cubiceps","Foeniculum vulgare"
"1503","109","90",0.001,"Ashmeadiella cubiceps","Phacelia distans"
"1504","109","91",0.0011,"Ashmeadiella cubiceps","Phacelia grandiflora"
"1505","109","92",0.001,"Ashmeadiella cubiceps","Phacelia hubbyi"
"1506","109","93",7e-04,"Ashmeadiella cubiceps","Phacelia ramosissima"
"1507","109","94",9e-04,"Ashmeadiella cubiceps","Phacelia viscida var. viscida"
"1508","109","95",3e-04,"Ashmeadiella cubiceps","Marrubium vulgare"
"1509","109","96",2e-04,"Ashmeadiella cubiceps","Salvia columbariae"
"1510","109","97",3e-04,"Ashmeadiella cubiceps","Salvia leucophylla"
"1511","109","98",2e-04,"Ashmeadiella cubiceps","Salvia mellifera"
"1512","109","99",4e-04,"Ashmeadiella cubiceps","Stachys bullata"
"1513","11","1",0.0013,"Andrena hypoleuca","Carpobrotus chilensis"
"1514","11","10",0.0011,"Andrena hypoleuca","Asclepias fascicularis"
"1515","11","100",4e-04,"Andrena hypoleuca","Lythrum californicum"
"1516","11","101",6e-04,"Andrena hypoleuca","Lythrum hyssopifolia"
"1517","11","102",5e-04,"Andrena hypoleuca","Abronia maritima"
"1518","11","103",6e-04,"Andrena hypoleuca","Abronia umbellata var. umbellata"
"1519","11","104",0.001,"Andrena hypoleuca","Clarkia davyi"
"1520","11","105",7e-04,"Andrena hypoleuca","Clarkia epilobioides"
"1521","11","106",9e-04,"Andrena hypoleuca","Clarkia purpurea subsp. quadrivulnera"
"1522","11","107",4e-04,"Andrena hypoleuca","Clarkia unguiculata"
"1523","11","108",0.0017,"Andrena hypoleuca","Oxalis californica"
"1524","11","109",0.0018,"Andrena hypoleuca","Oxalis corniculata"
"1525","11","11",0.0011,"Andrena hypoleuca","Achillea millefolium"
"1526","11","110",0.0017,"Andrena hypoleuca","Oxalis pes-caprae"
"1527","11","111",0.0042,"Andrena hypoleuca","Dendromecon harfordii"
"1528","11","112",0.001,"Andrena hypoleuca","Eschscholzia californica"
"1529","11","113",7e-04,"Andrena hypoleuca","Eschscholzia ramosa"
"1530","11","114",3e-04,"Andrena hypoleuca","Keckiella cordifolia"
"1531","11","115",7e-04,"Andrena hypoleuca","Ceanothus arboreus"
"1532","11","116",9e-04,"Andrena hypoleuca","Heteromeles arbutifolia"
"1533","11","117",0.0012,"Andrena hypoleuca","Rosa californica"
"1534","11","118",4e-04,"Andrena hypoleuca","Solanum douglasii"
"1535","11","119",3e-04,"Andrena hypoleuca","Solanum elaeagnifolium"
"1536","11","12",0.0012,"Andrena hypoleuca","Anthemis cotula"
"1537","11","120",3e-04,"Andrena hypoleuca","Solanum wallacei"
"1538","11","121",6e-04,"Andrena hypoleuca","Calochortus albus"
"1539","11","122",8e-04,"Andrena hypoleuca","Calochortus catalinae"
"1540","11","123",0.0035,"Andrena hypoleuca","Calochortus luteus"
"1541","11","124",7e-04,"Andrena hypoleuca","Ceanothus megacarpus var. insularis"
"1542","11","125",2e-04,"Andrena hypoleuca","Lupinus albifrons var. albifrons"
"1543","11","126",6e-04,"Andrena hypoleuca","Raphanus raphanistrum"
"1544","11","13",0.0051,"Andrena hypoleuca","Centaurea benedicta"
"1545","11","14",0.005,"Andrena hypoleuca","Centaurea melitensis"
"1546","11","15",0.0049,"Andrena hypoleuca","Centaurea solstitialis"
"1547","11","16",8e-04,"Andrena hypoleuca","Cichorium intybus"
"1548","11","17",0.0011,"Andrena hypoleuca","Cirsium brevistylum"
"1549","11","18",7e-04,"Andrena hypoleuca","Cirsium occidentale var. californicum"
"1550","11","19",0.001,"Andrena hypoleuca","Cirsium occidentale var. occidentale"
"1551","11","2",0.0052,"Andrena hypoleuca","Carpobrotus edulis"
"1552","11","20",8e-04,"Andrena hypoleuca","Cirsium vulgare"
"1553","11","21",7e-04,"Andrena hypoleuca","Corethrogyne filaginifolia"
"1554","11","22",0.0049,"Andrena hypoleuca","Encelia californica"
"1555","11","23",8e-04,"Andrena hypoleuca","Erigeron bonariensis"
"1556","11","24",0.0014,"Andrena hypoleuca","Erigeron canadensis"
"1557","11","25",0.001,"Andrena hypoleuca","Erigeron foliosus var. foliosus"
"1558","11","26",9e-04,"Andrena hypoleuca","Erigeron glaucus"
"1559","11","27",0,"Andrena hypoleuca","Erigeron sanctarum"
"1560","11","28",0.001,"Andrena hypoleuca","Erigeron sumatrensis"
"1561","11","29",0.0048,"Andrena hypoleuca","Glebionis coronaria"
"1562","11","3",0.0014,"Andrena hypoleuca","Mesembryanthemum crystallinum"
"1563","11","30",0.0041,"Andrena hypoleuca","Helianthus annuus"
"1564","11","31",0.0046,"Andrena hypoleuca","Helminthotheca echioides"
"1565","11","32",0.0049,"Andrena hypoleuca","Heterotheca grandiflora"
"1566","11","33",0.005,"Andrena hypoleuca","Layia platyglossa"
"1567","11","34",0.0044,"Andrena hypoleuca","Lepidospartum squamatum"
"1568","11","35",0.0014,"Andrena hypoleuca","Pseudognaphalium beneolens"
"1569","11","36",0.0016,"Andrena hypoleuca","Pseudognaphalium biolettii"
"1570","11","37",0.0015,"Andrena hypoleuca","Pseudognaphalium californicum"
"1571","11","38",0.0013,"Andrena hypoleuca","Pseudognaphalium luteoalbum"
"1572","11","39",0.0011,"Andrena hypoleuca","Pseudognaphalium microcephalum"
"1573","11","4",0.001,"Andrena hypoleuca","Mesembryanthemum nodiflorum"
"1574","11","40",7e-04,"Andrena hypoleuca","Pseudognaphalium ramosissimum"
"1575","11","41",0.0042,"Andrena hypoleuca","Pseudognaphalium stramineum"
"1576","11","42",0.005,"Andrena hypoleuca","Sonchus asper subsp. asper"
"1577","11","43",0.005,"Andrena hypoleuca","Sonchus oleraceus"
"1578","11","44",0.001,"Andrena hypoleuca","Stephanomeria cichoriacea"
"1579","11","45",9e-04,"Andrena hypoleuca","Stephanomeria diegensis"
"1580","11","46",0.0013,"Andrena hypoleuca","Stephanomeria exigua ssp. coronaria"
"1581","11","47",4e-04,"Andrena hypoleuca","Stephanomeria virgata subsp. virgata"
"1582","11","48",7e-04,"Andrena hypoleuca","Symphyotrichum chilense"
"1583","11","49",9e-04,"Andrena hypoleuca","Symphyotrichum subulatum"
"1584","11","5",9e-04,"Andrena hypoleuca","Rhus integrifolia"
"1585","11","50",0.0045,"Andrena hypoleuca","Venegasia carpesioides"
"1586","11","51",0.0045,"Andrena hypoleuca","Brassica nigra"
"1587","11","52",0.0043,"Andrena hypoleuca","Brassica rapa"
"1588","11","53",0.0013,"Andrena hypoleuca","Cakile maritima"
"1589","11","54",0.002,"Andrena hypoleuca","Hirschfeldia incana"
"1590","11","55",0.0012,"Andrena hypoleuca","Cylindropuntia prolifera"
"1591","11","56",0.0043,"Andrena hypoleuca","Opuntia ficus-indica"
"1592","11","57",0.0046,"Andrena hypoleuca","Opuntia littoralis"
"1593","11","58",0.0036,"Andrena hypoleuca","Opuntia oricola"
"1594","11","59",0.0047,"Andrena hypoleuca","Crocanthemum greenei"
"1595","11","6",9e-04,"Andrena hypoleuca","Rhus ovata"
"1596","11","60",0.0047,"Andrena hypoleuca","Crocanthemum scoparium"
"1597","11","61",0.0011,"Andrena hypoleuca","Convolvulus arvensis"
"1598","11","62",7e-04,"Andrena hypoleuca","Convolvulus simulans"
"1599","11","63",0.001,"Andrena hypoleuca","Cucurbita foetidissima"
"1600","11","64",0.0011,"Andrena hypoleuca","Croton setiger"
"1601","11","65",0.0011,"Andrena hypoleuca","Euphorbia maculata"
"1602","11","66",9e-04,"Andrena hypoleuca","Euphorbia misera"
"1603","11","67",0.0013,"Andrena hypoleuca","Euphorbia peplus"
"1604","11","68",0.0041,"Andrena hypoleuca","Euphorbia spathulata"
"1605","11","69",0.0012,"Andrena hypoleuca","Lotus corniculatus"
"1606","11","7",0.0012,"Andrena hypoleuca","Toxicodendron diversilobum"
"1607","11","70",0.0018,"Andrena hypoleuca","Lupinus arboreus"
"1608","11","71",3e-04,"Andrena hypoleuca","Lupinus bicolor"
"1609","11","72",2e-04,"Andrena hypoleuca","Lupinus concinnus"
"1610","11","73",3e-04,"Andrena hypoleuca","Lupinus hirsutissimus"
"1611","11","74",4e-04,"Andrena hypoleuca","Lupinus microcarpus var. microcarpus"
"1612","11","75",3e-04,"Andrena hypoleuca","Lupinus succulentus"
"1613","11","76",3e-04,"Andrena hypoleuca","Lupinus truncatus"
"1614","11","77",0.0018,"Andrena hypoleuca","Medicago polymorpha"
"1615","11","78",3e-04,"Andrena hypoleuca","Medicago sativa"
"1616","11","79",6e-04,"Andrena hypoleuca","Trifolium albopurpureum"
"1617","11","8",9e-04,"Andrena hypoleuca","Daucus pusillus"
"1618","11","80",2e-04,"Andrena hypoleuca","Trifolium ciliolatum"
"1619","11","81",3e-04,"Andrena hypoleuca","Trifolium depauperatum var. truncatum"
"1620","11","82",5e-04,"Andrena hypoleuca","Trifolium fucatum"
"1621","11","83",4e-04,"Andrena hypoleuca","Trifolium gracilentum"
"1622","11","84",3e-04,"Andrena hypoleuca","Trifolium macraei"
"1623","11","85",3e-04,"Andrena hypoleuca","Trifolium microcephalum"
"1624","11","86",3e-04,"Andrena hypoleuca","Trifolium variegatum var. major"
