"","resolvedPlantNames","genus","resolvedBeeNames","sourceTaxonFamilyName","targetTaxonOrderName","targetTaxonFamilyName","plant_order","n"
"249","Convolvulus arvensis","Convolvulus","Megachile brevis","Megachilidae","Solanales","Convolvulaceae","Solanales",4
"250","Convolvulus arvensis","Convolvulus","Megachile onobrychidis","Megachilidae","Solanales","Convolvulaceae","Solanales",3
"251","Convolvulus arvensis","Convolvulus","Melissodes lupinus","Apidae","Solanales","Convolvulaceae","Solanales",4
"252","Convolvulus arvensis","Convolvulus","Melissodes tepidus","Apidae","Solanales","Convolvulaceae","Solanales",2
"253","Convolvulus arvensis","Convolvulus","Triepeolus utahensis","Apidae","Solanales","Convolvulaceae","Solanales",1
"254","Corethrogyne filaginifolia","Corethrogyne","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",20
"255","Corethrogyne filaginifolia","Corethrogyne","Augochlorella pomoniella","Halictidae","Asterales","Asteraceae","Asterales",5
"256","Corethrogyne filaginifolia","Corethrogyne","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",11
"257","Corethrogyne filaginifolia","Corethrogyne","Brachymelecta californica","Apidae","Asterales","Asteraceae","Asterales",1
"258","Corethrogyne filaginifolia","Corethrogyne","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",1
"259","Corethrogyne filaginifolia","Corethrogyne","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",2
"260","Corethrogyne filaginifolia","Corethrogyne","Lasioglossum incompletum","Halictidae","Asterales","Asteraceae","Asterales",4
"261","Corethrogyne filaginifolia","Corethrogyne","Megachile angelarum","Megachilidae","Asterales","Asteraceae","Asterales",1
"262","Corethrogyne filaginifolia","Corethrogyne","Megachile coquilletti","Megachilidae","Asterales","Asteraceae","Asterales",3
"263","Corethrogyne filaginifolia","Corethrogyne","Megachile fidelis","Megachilidae","Asterales","Asteraceae","Asterales",4
"264","Corethrogyne filaginifolia","Corethrogyne","Melissodes lupinus","Apidae","Asterales","Asteraceae","Asterales",14
"265","Cressa truxillensis","Cressa","Bombus vosnesenskii","Apidae","Solanales","Convolvulaceae","Solanales",1
"266","Crocanthemum scoparium","Crocanthemum","Bombus californicus","Apidae","Malvales","Cistaceae","Malvales",1
"267","Croton setiger","Croton","Agapostemon texanus","Halictidae","Malpighiales","Euphorbiaceae","Malpighiales",2
"268","Croton setiger","Croton","Augochlorella pomoniella","Halictidae","Malpighiales","Euphorbiaceae","Malpighiales",8
"269","Croton setiger","Croton","Halictus farinosus","Halictidae","Malpighiales","Euphorbiaceae","Malpighiales",10
"270","Croton setiger","Croton","Halictus tripartitus","Halictidae","Malpighiales","Euphorbiaceae","Malpighiales",2
"271","Croton setiger","Croton","Megachile coquilletti","Megachilidae","Malpighiales","Euphorbiaceae","Malpighiales",3
"272","Cucurbita foetidissima","Cucurbita","Agapostemon texanus","Halictidae","Cucurbitales","Cucurbitaceae","Cucurbitales",1
"273","Cucurbita foetidissima","Cucurbita","Anthidium maculosum","Megachilidae","Cucurbitales","Cucurbitaceae","Cucurbitales",1
"274","Cucurbita foetidissima","Cucurbita","Diadasia australis","Apidae","Cucurbitales","Cucurbitaceae","Cucurbitales",1
"275","Cucurbita foetidissima","Cucurbita","Halictus ligatus","Halictidae","Cucurbitales","Cucurbitaceae","Cucurbitales",1
"276","Cylindropuntia prolifera","Cylindropuntia","Augochlorella pomoniella","Halictidae","Caryophyllales","Cactaceae","Caryophyllales",1
"277","Cylindropuntia prolifera","Cylindropuntia","Diadasia australis","Apidae","Caryophyllales","Cactaceae","Caryophyllales",1
"278","Datura wrightii","Datura","Bombus californicus","Apidae","Solanales","Solanaceae","Solanales",1
"279","Datura wrightii","Datura","Bombus melanopygus","Apidae","Solanales","Solanaceae","Solanales",1
"280","Datura wrightii","Datura","Diadasia australis","Apidae","Solanales","Solanaceae","Solanales",2
"281","Datura wrightii","Datura","Halictus tripartitus","Halictidae","Solanales","Solanaceae","Solanales",15
"282","Datura wrightii","Datura","Hylaeus mesillae","Colletidae","Solanales","Solanaceae","Solanales",1
"283","Datura wrightii","Datura","Lasioglossum incompletum","Halictidae","Solanales","Solanaceae","Solanales",6
"284","Datura wrightii","Datura","Lasioglossum nevadense","Halictidae","Solanales","Solanaceae","Solanales",2
"285","Datura wrightii","Datura","Lasioglossum tegulare","Halictidae","Solanales","Solanaceae","Solanales",3
"286","Daucus pusillus","Daucus","Halictus tripartitus","Halictidae","Apiales","Apiaceae","Apiales",2
"287","Deinandra fasciculata","Deinandra","Augochlorella pomoniella","Halictidae","Asterales","Asteraceae","Asterales",3
"288","Deinandra fasciculata","Deinandra","Bombus melanopygus","Apidae","Asterales","Asteraceae","Asterales",2
"289","Deinandra fasciculata","Deinandra","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",76
"290","Deinandra fasciculata","Deinandra","Brachymelecta californica","Apidae","Asterales","Asteraceae","Asterales",1
"291","Deinandra fasciculata","Deinandra","Halictus farinosus","Halictidae","Asterales","Asteraceae","Asterales",7
"292","Deinandra fasciculata","Deinandra","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",2
"293","Deinandra fasciculata","Deinandra","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",6
"294","Deinandra fasciculata","Deinandra","Lasioglossum titusi","Halictidae","Asterales","Asteraceae","Asterales",1
"295","Dendromecon harfordii","Dendromecon","Halictus tripartitus","Halictidae","Ranunculales","Papaveraceae","Ranunculales",3
"296","Descurainia pinnata","Descurainia","Halictus ligatus","Halictidae","Brassicales","Brassicaceae","Brassicales",9
"297","Descurainia pinnata","Descurainia","Halictus tripartitus","Halictidae","Brassicales","Brassicaceae","Brassicales",2
"298","Descurainia pinnata","Descurainia","Hylaeus mesillae","Colletidae","Brassicales","Brassicaceae","Brassicales",2
"299","Epilobium brachycarpum","Epilobium","Melissodes lupinus","Apidae","Myrtales","Onagraceae","Myrtales",2
"300","Ericameria ericoides","Ericameria","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",6
"301","Ericameria ericoides","Ericameria","Bombus californicus","Apidae","Asterales","Asteraceae","Asterales",1
"302","Ericameria ericoides","Ericameria","Bombus melanopygus","Apidae","Asterales","Asteraceae","Asterales",1
"303","Ericameria ericoides","Ericameria","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",9
"304","Ericameria ericoides","Ericameria","Colletes hyalinus","Colletidae","Asterales","Asteraceae","Asterales",3
"305","Ericameria ericoides","Ericameria","Megachile fidelis","Megachilidae","Asterales","Asteraceae","Asterales",2
"306","Ericameria ericoides","Ericameria","Melissodes lupinus","Apidae","Asterales","Asteraceae","Asterales",1
"307","Erigeron bonariensis","Erigeron","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",1
"308","Erigeron bonariensis","Erigeron","Lasioglossum tegulare","Halictidae","Asterales","Asteraceae","Asterales",2
"309","Erigeron canadensis","Erigeron","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",6
"310","Erigeron canadensis","Erigeron","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",2
"311","Erigeron canadensis","Erigeron","Hylaeus mesillae","Colletidae","Asterales","Asteraceae","Asterales",3
"312","Erigeron canadensis","Erigeron","Lasioglossum incompletum","Halictidae","Asterales","Asteraceae","Asterales",1
"313","Erigeron canadensis","Erigeron","Lasioglossum tegulare","Halictidae","Asterales","Asteraceae","Asterales",1
"314","Erigeron canadensis","Erigeron","Megachile brevis","Megachilidae","Asterales","Asteraceae","Asterales",1
"315","Erigeron glaucus","Erigeron","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",21
"316","Erigeron glaucus","Erigeron","Bombus melanopygus","Apidae","Asterales","Asteraceae","Asterales",20
"317","Erigeron glaucus","Erigeron","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",13
"318","Erigeron glaucus","Erigeron","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",2
"319","Erigeron glaucus","Erigeron","Halictus rubicundus","Halictidae","Asterales","Asteraceae","Asterales",1
"320","Erigeron glaucus","Erigeron","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",4
"321","Erigeron glaucus","Erigeron","Lasioglossum kincaidii","Halictidae","Asterales","Asteraceae","Asterales",1
"322","Erigeron sumatrensis","Erigeron","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",1
"323","Eriogonum arborescens","Eriogonum","Agapostemon texanus","Halictidae","Caryophyllales","Polygonaceae","Caryophyllales",1
"324","Eriogonum arborescens","Eriogonum","Halictus tripartitus","Halictidae","Caryophyllales","Polygonaceae","Caryophyllales",1
"325","Eriophyllum staechadifolium","Eriophyllum","Bombus melanopygus","Apidae","Asterales","Asteraceae","Asterales",9
"326","Eriophyllum staechadifolium","Eriophyllum","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",14
"327","Erodium botrys","Erodium","Bombus vosnesenskii","Apidae","Geraniales","Geraniaceae","Geraniales",1
"328","Erodium brachycarpum","Erodium","Anthophora edwardsii","Apidae","Geraniales","Geraniaceae","Geraniales",19
"329","Erodium cicutarium","Erodium","Andrena prunorum","Andrenidae","Geraniales","Geraniaceae","Geraniales",2
"330","Erodium cicutarium","Erodium","Bombus vosnesenskii","Apidae","Geraniales","Geraniaceae","Geraniales",3
"331","Erodium cicutarium","Erodium","Halictus rubicundus","Halictidae","Geraniales","Geraniaceae","Geraniales",1
"332","Erodium cicutarium","Erodium","Halictus tripartitus","Halictidae","Geraniales","Geraniaceae","Geraniales",5
"333","Erodium cicutarium","Erodium","Lasioglossum incompletum","Halictidae","Geraniales","Geraniaceae","Geraniales",5
"334","Erodium cicutarium","Erodium","Lasioglossum nevadense","Halictidae","Geraniales","Geraniaceae","Geraniales",2
"335","Erodium cicutarium","Erodium","Melecta separata","Apidae","Geraniales","Geraniaceae","Geraniales",1
"336","Erythranthe guttata","Erythranthe","Bombus californicus","Apidae","Lamiales","Phrymaceae","Lamiales",2
"337","Erythranthe guttata","Erythranthe","Bombus melanopygus","Apidae","Lamiales","Phrymaceae","Lamiales",1
"338","Erythranthe guttata","Erythranthe","Bombus vosnesenskii","Apidae","Lamiales","Phrymaceae","Lamiales",2
"339","Eschscholzia californica","Eschscholzia","Agapostemon texanus","Halictidae","Ranunculales","Papaveraceae","Ranunculales",1
"340","Eschscholzia californica","Eschscholzia","Andrena perimelas","Andrenidae","Ranunculales","Papaveraceae","Ranunculales",2
"341","Eschscholzia californica","Eschscholzia","Augochlorella pomoniella","Halictidae","Ranunculales","Papaveraceae","Ranunculales",7
"342","Eschscholzia californica","Eschscholzia","Bombus californicus","Apidae","Ranunculales","Papaveraceae","Ranunculales",10
"343","Eschscholzia californica","Eschscholzia","Bombus melanopygus","Apidae","Ranunculales","Papaveraceae","Ranunculales",4
"344","Eschscholzia californica","Eschscholzia","Bombus vosnesenskii","Apidae","Ranunculales","Papaveraceae","Ranunculales",315
"345","Eschscholzia californica","Eschscholzia","Ceratina acantha","Apidae","Ranunculales","Papaveraceae","Ranunculales",2
"346","Eschscholzia californica","Eschscholzia","Habropoda depressa","Apidae","Ranunculales","Papaveraceae","Ranunculales",1
"347","Eschscholzia californica","Eschscholzia","Halictus farinosus","Halictidae","Ranunculales","Papaveraceae","Ranunculales",32
"348","Eschscholzia californica","Eschscholzia","Halictus ligatus","Halictidae","Ranunculales","Papaveraceae","Ranunculales",5
"349","Eschscholzia californica","Eschscholzia","Halictus rubicundus","Halictidae","Ranunculales","Papaveraceae","Ranunculales",34
"350","Eschscholzia californica","Eschscholzia","Halictus tripartitus","Halictidae","Ranunculales","Papaveraceae","Ranunculales",50
"351","Eucalyptus globulus","Eucalyptus","Agapostemon texanus","Halictidae","Myrtales","Myrtaceae","Myrtales",2
"352","Eucalyptus globulus","Eucalyptus","Bombus melanopygus","Apidae","Myrtales","Myrtaceae","Myrtales",2
"353","Eucalyptus globulus","Eucalyptus","Habropoda depressa","Apidae","Myrtales","Myrtaceae","Myrtales",2
"354","Euphorbia misera","Euphorbia","Augochlorella pomoniella","Halictidae","Malpighiales","Euphorbiaceae","Malpighiales",15
"355","Euphorbia peplus","Euphorbia","Lasioglossum incompletum","Halictidae","Malpighiales","Euphorbiaceae","Malpighiales",5
"356","Euphorbia peplus","Euphorbia","Lasioglossum tegulare","Halictidae","Malpighiales","Euphorbiaceae","Malpighiales",2
"357","Foeniculum vulgare","Foeniculum","Agapostemon texanus","Halictidae","Apiales","Apiaceae","Apiales",1
"358","Foeniculum vulgare","Foeniculum","Augochlorella pomoniella","Halictidae","Apiales","Apiaceae","Apiales",1
"359","Foeniculum vulgare","Foeniculum","Bombus vosnesenskii","Apidae","Apiales","Apiaceae","Apiales",6
"360","Foeniculum vulgare","Foeniculum","Halictus farinosus","Halictidae","Apiales","Apiaceae","Apiales",3
"361","Foeniculum vulgare","Foeniculum","Halictus ligatus","Halictidae","Apiales","Apiaceae","Apiales",2
"362","Foeniculum vulgare","Foeniculum","Halictus rubicundus","Halictidae","Apiales","Apiaceae","Apiales",3
"363","Foeniculum vulgare","Foeniculum","Halictus tripartitus","Halictidae","Apiales","Apiaceae","Apiales",99
"364","Foeniculum vulgare","Foeniculum","Hylaeus mesillae","Colletidae","Apiales","Apiaceae","Apiales",18
"365","Foeniculum vulgare","Foeniculum","Hylaeus rudbeckiae","Colletidae","Apiales","Apiaceae","Apiales",6
"366","Foeniculum vulgare","Foeniculum","Lasioglossum incompletum","Halictidae","Apiales","Apiaceae","Apiales",8
"367","Foeniculum vulgare","Foeniculum","Megachile rotundata","Megachilidae","Apiales","Apiaceae","Apiales",1
"368","Frankenia salina","Frankenia","Agapostemon texanus","Halictidae","Caryophyllales","Frankeniaceae","Caryophyllales",1
"369","Frankenia salina","Frankenia","Bombus vosnesenskii","Apidae","Caryophyllales","Frankeniaceae","Caryophyllales",6
"370","Frankenia salina","Frankenia","Halictus tripartitus","Halictidae","Caryophyllales","Frankeniaceae","Caryophyllales",9
"371","Geranium dissectum","Geranium","Bombus vosnesenskii","Apidae","Geraniales","Geraniaceae","Geraniales",1
"372","Geranium dissectum","Geranium","Ceratina acantha","Apidae","Geraniales","Geraniaceae","Geraniales",1
"373","Geranium dissectum","Geranium","Halictus tripartitus","Halictidae","Geraniales","Geraniaceae","Geraniales",1
"374","Geranium dissectum","Geranium","Lasioglossum incompletum","Halictidae","Geraniales","Geraniaceae","Geraniales",1
"375","Geranium dissectum","Geranium","Lasioglossum titusi","Halictidae","Geraniales","Geraniaceae","Geraniales",2
"376","Geranium dissectum","Geranium","Osmia nemoris","Megachilidae","Geraniales","Geraniaceae","Geraniales",1
"377","Geranium dissectum","Geranium","Protosmia rubifloris","Megachilidae","Geraniales","Geraniaceae","Geraniales",1
"378","Geranium molle","Geranium","Bombus melanopygus","Apidae","Geraniales","Geraniaceae","Geraniales",5
"379","Geranium molle","Geranium","Bombus vosnesenskii","Apidae","Geraniales","Geraniaceae","Geraniales",1
"380","Geranium molle","Geranium","Ceratina acantha","Apidae","Geraniales","Geraniaceae","Geraniales",13
"381","Geranium molle","Geranium","Halictus rubicundus","Halictidae","Geraniales","Geraniaceae","Geraniales",2
"382","Geranium molle","Geranium","Halictus tripartitus","Halictidae","Geraniales","Geraniaceae","Geraniales",2
"383","Geranium molle","Geranium","Hylaeus mesillae","Colletidae","Geraniales","Geraniaceae","Geraniales",1
"384","Geranium molle","Geranium","Lasioglossum incompletum","Halictidae","Geraniales","Geraniaceae","Geraniales",1
"385","Geranium molle","Geranium","Lasioglossum nevadense","Halictidae","Geraniales","Geraniaceae","Geraniales",1
"386","Geranium molle","Geranium","Lasioglossum ovaliceps","Halictidae","Geraniales","Geraniaceae","Geraniales",1
"387","Geranium molle","Geranium","Osmia albolateralis","Megachilidae","Geraniales","Geraniaceae","Geraniales",1
"388","Geranium molle","Geranium","Osmia austromaritima","Megachilidae","Geraniales","Geraniaceae","Geraniales",1
"389","Geranium molle","Geranium","Osmia coloradensis","Megachilidae","Geraniales","Geraniaceae","Geraniales",1
"390","Geranium molle","Geranium","Osmia tristella","Megachilidae","Geraniales","Geraniaceae","Geraniales",2
"391","Glebionis coronaria","Glebionis","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",3
"392","Glebionis coronaria","Glebionis","Andrena sola","Andrenidae","Asterales","Asteraceae","Asterales",2
"393","Glebionis coronaria","Glebionis","Augochlorella pomoniella","Halictidae","Asterales","Asteraceae","Asterales",2
"394","Glebionis coronaria","Glebionis","Bombus melanopygus","Apidae","Asterales","Asteraceae","Asterales",2
"395","Glebionis coronaria","Glebionis","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",2
"396","Glebionis coronaria","Glebionis","Diadasia ochracea","Apidae","Asterales","Asteraceae","Asterales",1
"397","Glebionis coronaria","Glebionis","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",7
"398","Glebionis coronaria","Glebionis","Halictus rubicundus","Halictidae","Asterales","Asteraceae","Asterales",1
"399","Glebionis coronaria","Glebionis","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",11
"400","Glebionis coronaria","Glebionis","Megachile fidelis","Megachilidae","Asterales","Asteraceae","Asterales",1
"401","Glebionis coronaria","Glebionis","Megachile montivaga","Megachilidae","Asterales","Asteraceae","Asterales",1
"402","Helianthus annuus","Helianthus","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",25
"403","Helianthus annuus","Helianthus","Andrena prunorum","Andrenidae","Asterales","Asteraceae","Asterales",1
"404","Helianthus annuus","Helianthus","Anthidium maculosum","Megachilidae","Asterales","Asteraceae","Asterales",3
"405","Helianthus annuus","Helianthus","Anthophora californica","Apidae","Asterales","Asteraceae","Asterales",1
"406","Helianthus annuus","Helianthus","Anthophora urbana","Apidae","Asterales","Asteraceae","Asterales",12
"407","Helianthus annuus","Helianthus","Bombus californicus","Apidae","Asterales","Asteraceae","Asterales",2
"408","Helianthus annuus","Helianthus","Bombus melanopygus","Apidae","Asterales","Asteraceae","Asterales",3
"409","Helianthus annuus","Helianthus","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",1
"410","Helianthus annuus","Helianthus","Brachymelecta californica","Apidae","Asterales","Asteraceae","Asterales",1
"411","Helianthus annuus","Helianthus","Diadasia rinconis","Apidae","Asterales","Asteraceae","Asterales",3
"412","Helianthus annuus","Helianthus","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",251
"413","Helianthus annuus","Helianthus","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",4
"414","Helianthus annuus","Helianthus","Lasioglossum albohirtum","Halictidae","Asterales","Asteraceae","Asterales",2
"415","Helianthus annuus","Helianthus","Lasioglossum kincaidii","Halictidae","Asterales","Asteraceae","Asterales",1
"416","Helianthus annuus","Helianthus","Lasioglossum mellipes","Halictidae","Asterales","Asteraceae","Asterales",2
"417","Helianthus annuus","Helianthus","Megachile apicalis","Megachilidae","Asterales","Asteraceae","Asterales",1
"418","Helianthus annuus","Helianthus","Megachile brevis","Megachilidae","Asterales","Asteraceae","Asterales",8
"419","Helianthus annuus","Helianthus","Megachile montivaga","Megachilidae","Asterales","Asteraceae","Asterales",7
"420","Helianthus annuus","Helianthus","Megachile onobrychidis","Megachilidae","Asterales","Asteraceae","Asterales",2
"421","Helianthus annuus","Helianthus","Melissodes lupinus","Apidae","Asterales","Asteraceae","Asterales",12
"422","Helianthus annuus","Helianthus","Melissodes tepidus","Apidae","Asterales","Asteraceae","Asterales",1
"423","Helminthotheca echioides","Helminthotheca","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",9
"424","Helminthotheca echioides","Helminthotheca","Bombus californicus","Apidae","Asterales","Asteraceae","Asterales",4
"425","Helminthotheca echioides","Helminthotheca","Bombus melanopygus","Apidae","Asterales","Asteraceae","Asterales",2
"426","Helminthotheca echioides","Helminthotheca","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",10
"427","Helminthotheca echioides","Helminthotheca","Ceratina acantha","Apidae","Asterales","Asteraceae","Asterales",2
"428","Helminthotheca echioides","Helminthotheca","Halictus farinosus","Halictidae","Asterales","Asteraceae","Asterales",5
"429","Helminthotheca echioides","Helminthotheca","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",95
"430","Helminthotheca echioides","Helminthotheca","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",219
"431","Helminthotheca echioides","Helminthotheca","Hylaeus mesillae","Colletidae","Asterales","Asteraceae","Asterales",1
"432","Helminthotheca echioides","Helminthotheca","Lasioglossum diversopunctatum","Halictidae","Asterales","Asteraceae","Asterales",2
"433","Helminthotheca echioides","Helminthotheca","Lasioglossum incompletum","Halictidae","Asterales","Asteraceae","Asterales",223
"434","Helminthotheca echioides","Helminthotheca","Lasioglossum tegulare","Halictidae","Asterales","Asteraceae","Asterales",4
"435","Helminthotheca echioides","Helminthotheca","Lasioglossum titusi","Halictidae","Asterales","Asteraceae","Asterales",28
"436","Helminthotheca echioides","Helminthotheca","Megachile apicalis","Megachilidae","Asterales","Asteraceae","Asterales",1
"437","Helminthotheca echioides","Helminthotheca","Megachile brevis","Megachilidae","Asterales","Asteraceae","Asterales",2
"438","Helminthotheca echioides","Helminthotheca","Megachile fidelis","Megachilidae","Asterales","Asteraceae","Asterales",9
"439","Helminthotheca echioides","Helminthotheca","Megachile onobrychidis","Megachilidae","Asterales","Asteraceae","Asterales",3
"440","Helminthotheca echioides","Helminthotheca","Melissodes lupinus","Apidae","Asterales","Asteraceae","Asterales",47
"441","Helminthotheca echioides","Helminthotheca","Triepeolus utahensis","Apidae","Asterales","Asteraceae","Asterales",4
"442","Heteromeles arbutifolia","Heteromeles","Agapostemon texanus","Halictidae","Rosales","Rosaceae","Rosales",3
"443","Heteromeles arbutifolia","Heteromeles","Andrena candida","Andrenidae","Rosales","Rosaceae","Rosales",1
"444","Heteromeles arbutifolia","Heteromeles","Bombus californicus","Apidae","Rosales","Rosaceae","Rosales",4
"445","Heteromeles arbutifolia","Heteromeles","Bombus melanopygus","Apidae","Rosales","Rosaceae","Rosales",15
"446","Heteromeles arbutifolia","Heteromeles","Bombus vosnesenskii","Apidae","Rosales","Rosaceae","Rosales",22
"447","Heteromeles arbutifolia","Heteromeles","Ceratina acantha","Apidae","Rosales","Rosaceae","Rosales",1
"448","Heteromeles arbutifolia","Heteromeles","Colletes hyalinus","Colletidae","Rosales","Rosaceae","Rosales",1
"449","Heteromeles arbutifolia","Heteromeles","Halictus farinosus","Halictidae","Rosales","Rosaceae","Rosales",11
"450","Heteromeles arbutifolia","Heteromeles","Halictus ligatus","Halictidae","Rosales","Rosaceae","Rosales",5
"451","Heteromeles arbutifolia","Heteromeles","Halictus tripartitus","Halictidae","Rosales","Rosaceae","Rosales",118
"452","Heteromeles arbutifolia","Heteromeles","Hylaeus mesillae","Colletidae","Rosales","Rosaceae","Rosales",56
"453","Heteromeles arbutifolia","Heteromeles","Hylaeus rudbeckiae","Colletidae","Rosales","Rosaceae","Rosales",3
"454","Heteromeles arbutifolia","Heteromeles","Lasioglossum argemonis","Halictidae","Rosales","Rosaceae","Rosales",1
"455","Heteromeles arbutifolia","Heteromeles","Lasioglossum diversopunctatum","Halictidae","Rosales","Rosaceae","Rosales",1
"456","Heteromeles arbutifolia","Heteromeles","Lasioglossum incompletum","Halictidae","Rosales","Rosaceae","Rosales",105
"457","Heteromeles arbutifolia","Heteromeles","Lasioglossum tegulare","Halictidae","Rosales","Rosaceae","Rosales",8
"458","Heteromeles arbutifolia","Heteromeles","Lasioglossum titusi","Halictidae","Rosales","Rosaceae","Rosales",3
"459","Heteromeles arbutifolia","Heteromeles","Megachile angelarum","Megachilidae","Rosales","Rosaceae","Rosales",2
"460","Heteromeles arbutifolia","Heteromeles","Megachile apicalis","Megachilidae","Rosales","Rosaceae","Rosales",2
"461","Heteromeles arbutifolia","Heteromeles","Megachile coquilletti","Megachilidae","Rosales","Rosaceae","Rosales",1
"462","Heteromeles arbutifolia","Heteromeles","Megachile rotundata","Megachilidae","Rosales","Rosaceae","Rosales",5
"463","Heteromeles arbutifolia","Heteromeles","Melissodes lupinus","Apidae","Rosales","Rosaceae","Rosales",5
"464","Heteromeles arbutifolia","Heteromeles","Osmia tristella","Megachilidae","Rosales","Rosaceae","Rosales",1
"465","Heteromeles arbutifolia","Heteromeles","Protosmia rubifloris","Megachilidae","Rosales","Rosaceae","Rosales",1
"466","Heterotheca grandiflora","Heterotheca","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",4
"467","Heterotheca grandiflora","Heterotheca","Melissodes lupinus","Apidae","Asterales","Asteraceae","Asterales",3
"468","Heuchera maxima","Heuchera","Bombus melanopygus","Apidae","Saxifragales","Saxifragaceae","Saxifragales",4
"469","Heuchera maxima","Heuchera","Bombus vosnesenskii","Apidae","Saxifragales","Saxifragaceae","Saxifragales",1
"470","Hirschfeldia incana","Hirschfeldia","Agapostemon texanus","Halictidae","Brassicales","Brassicaceae","Brassicales",7
"471","Hirschfeldia incana","Hirschfeldia","Anthophora urbana","Apidae","Brassicales","Brassicaceae","Brassicales",1
"472","Hirschfeldia incana","Hirschfeldia","Bombus californicus","Apidae","Brassicales","Brassicaceae","Brassicales",4
"473","Hirschfeldia incana","Hirschfeldia","Bombus melanopygus","Apidae","Brassicales","Brassicaceae","Brassicales",2
"474","Hirschfeldia incana","Hirschfeldia","Bombus vosnesenskii","Apidae","Brassicales","Brassicaceae","Brassicales",15
"475","Hirschfeldia incana","Hirschfeldia","Ceratina acantha","Apidae","Brassicales","Brassicaceae","Brassicales",16
"476","Hirschfeldia incana","Hirschfeldia","Halictus farinosus","Halictidae","Brassicales","Brassicaceae","Brassicales",10
"477","Hirschfeldia incana","Hirschfeldia","Halictus ligatus","Halictidae","Brassicales","Brassicaceae","Brassicales",3
"478","Hirschfeldia incana","Hirschfeldia","Halictus rubicundus","Halictidae","Brassicales","Brassicaceae","Brassicales",1
"479","Hirschfeldia incana","Hirschfeldia","Halictus tripartitus","Halictidae","Brassicales","Brassicaceae","Brassicales",24
"480","Hirschfeldia incana","Hirschfeldia","Hylaeus mesillae","Colletidae","Brassicales","Brassicaceae","Brassicales",7
"481","Hirschfeldia incana","Hirschfeldia","Lasioglossum incompletum","Halictidae","Brassicales","Brassicaceae","Brassicales",1
"482","Hirschfeldia incana","Hirschfeldia","Megachile brevis","Megachilidae","Brassicales","Brassicaceae","Brassicales",2
"483","Hirschfeldia incana","Hirschfeldia","Melissodes lupinus","Apidae","Brassicales","Brassicaceae","Brassicales",5
"484","Hirschfeldia incana","Hirschfeldia","Osmia laeta","Megachilidae","Brassicales","Brassicaceae","Brassicales",1
"485","Hirschfeldia incana","Hirschfeldia","Osmia tristella","Megachilidae","Brassicales","Brassicaceae","Brassicales",1
"486","Hypochaeris glabra","Hypochaeris","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",1
"487","Hypochaeris glabra","Hypochaeris","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",3
"488","Hypochaeris glabra","Hypochaeris","Ceratina acantha","Apidae","Asterales","Asteraceae","Asterales",1
"489","Hypochaeris glabra","Hypochaeris","Halictus rubicundus","Halictidae","Asterales","Asteraceae","Asterales",1
"490","Hypochaeris glabra","Hypochaeris","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",1
"491","Hypochaeris glabra","Hypochaeris","Lasioglossum nevadense","Halictidae","Asterales","Asteraceae","Asterales",1
"492","Hypochaeris glabra","Hypochaeris","Lasioglossum titusi","Halictidae","Asterales","Asteraceae","Asterales",1
"493","Jaumea carnosa","Jaumea","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",5
