"","original_sourceCitation","inst.code","new_column"
"166","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"167","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"168","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"169","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"170","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"171","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"172","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"173","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"174","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"175","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"176","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"177","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"178","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"179","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"180","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"181","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"182","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"183","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"184","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"185","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"186","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"187","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"188","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"189","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"190","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"191","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"192","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"193","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"194","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"195","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"196","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"197","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"198","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"199","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"200","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"201","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"202","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"203","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"204","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"205","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"206","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"207","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"208","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"209","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"210","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"211","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"212","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"213","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"214","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"215","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"216","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"217","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"218","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"219","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"220","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"221","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"222","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"223","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"224","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"225","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"226","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"227","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"228","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"229","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"230","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"231","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"232","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"233","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"234","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"235","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"236","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"237","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"238","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"239","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"240","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"241","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"242","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"243","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"244","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"245","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"246","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"247","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"248","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"249","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"250","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"251","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"252","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"253","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"254","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"255","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"256","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"257","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"258","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"259","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"260","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"261","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"262","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"263","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"264","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"265","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"266","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"267","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"268","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"269","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"270","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"271","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"272","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"273","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"274","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"275","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"276","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"277","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"278","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"279","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
